path	layer	authority_status	domain_guess	size_bytes	first_heading
nested/asai-worldline-v48r3-source-restored/TECHNICAL-ADDENDUM-2026-08-16.md	semantic-v48-support	BASE-SUPPORT	cross-domain	5986	技術監査・閉鎖追記（2026-08-16）
nested/asai-worldline-v48r3-source-restored/TECHNICAL-SHALLOW-AUDIT-1941-20260815-v2.md	semantic-v48-support	BASE-SUPPORT	cross-domain	2835	1941開戦前 技術・機体側「浅い残論点」監査メモ v2
nested/asai-worldline-v48r3-source-restored/UPDATE-2026-08-16-PEARL-WAKE.md	semantic-v48-support	BASE-SUPPORT	cross-domain	941	2026-08-16 更新内容：機体比較・真珠湾・Wake
nested/asai-worldline-v48r3-source-restored/UPDATE-2026-08-18-MORESBY-LOGISTICS-ESCORT.md	semantic-v48-support	BASE-SUPPORT	cross-domain	2146	UPDATE 2026-08-18 — Port Moresby personnel / logistics / escort
nested/asai-worldline-v48r3-source-restored/UPDATE-2026-08-18-POST-MI-JUL-AUG-ADDU.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1713	UPDATE 2026-08-18 — MI後〜1942年9月入口
nested/asai-worldline-v48r3-source-restored/UPDATE-2026-08-18-TYPE1-CHE-INTERPRETATION.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1349	UPDATE 2026-08-18 — 一式中戦車チヘの制式呼称・運用解釈
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/LEGACY-PATH-REMAP.tsv	base-archive	ARCHIVE	aviation	7971	
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/README.md	base-archive	ARCHIVE	aviation	915	aviation-pre-v48 archive — source-restored v48r3
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/MANIFEST.tsv	base-archive	ARCHIVE	aviation	15719	
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-a6m1-12shi-1939.md	base-archive	ARCHIVE	aviation	13547	1939 十二試艦上戦闘機（A6M1）——瑞星900/940馬力級を航空機E/P/Iへ戻す
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-a6m2-maturation-1939-40.md	base-archive	ARCHIVE	aviation	10581	十二試艦上戦闘機→零式艦上戦闘機一一型/二一型——1939–40開発成熟・日程再監査
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-aircraft-computation-closure-1937-46.md	base-archive	ARCHIVE	aviation;computation	12891	航空・計算成熟後の技術再基底化 1937–46 —— v26正本
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-aircraft-naming-canonical.md	base-archive	ARCHIVE	aviation	19400	航空機名称・略号・軍別仕様——命名正本
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-army-fighter-rebaseline-1937-42.md	base-archive	ARCHIVE	aviation	14937	陸軍軽戦・重戦の再基底化 1937–42 —— Ki-43 / Ki-44 H→C→M→E→P→I→A
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-attack-bomber-rebaseline-1937-46.md	base-archive	ARCHIVE	aviation	6984	襲撃・攻撃・爆撃機の再基底化 1937–46 —— 史実機を先に使う
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-autogyro-ka-go.md	base-archive	ARCHIVE	aviation	14542	オートジャイロ「カ号観測機」系列——観測ピストン型（量産）とタービン上位型（艦上・跳躍離陸）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-aviation-airframes.md	base-archive	ARCHIVE	aviation	6843	航空・各段階の実装機の考察
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-aviation-forms.md	base-archive	ARCHIVE	aviation	16500	航空推進の形式——一つのコア、多くの後端（連続体）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-aviation-lineup.md	base-archive	ARCHIVE	aviation	20737	航空機体ロスター——必要性駆動の置換・派生・新規（考察＋一覧）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-aviation-rework.md	base-archive	ARCHIVE	aviation	14873	機体側の洗い直し——登場タイミング・単発/双発・燃料
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-aviation-timeline.md	base-archive	ARCHIVE	aviation;company	15236	航空の年表——発動機の窓で引く（仮置き）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-aviation-variants.md	base-archive	ARCHIVE	aviation	6206	航空・変種機の短データ集（軽め機＝ロスター行＋要点）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-carrier-buildup-1942.md	base-archive	ARCHIVE	aviation;marine	8225	実働空母の誕生（41年末〜42年）——GT増速が攻勢可空母を何隻生むか
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-carrier-fighter-niche-1940-41.md	base-archive	ARCHIVE	aviation;marine	7563	1940–41艦上戦闘機ニッチN——零戦A0とF4F A'から空席を作り直す
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-cfrp-fighter.md	base-archive	ARCHIVE	aviation;materials	12159	CFRP特注多用途戦闘機の初期一発構想（甲＝ジェット／乙＝TP・履歴保存）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-e6-s-aircraft-h-to-a-rebaseline-1938-42.md	base-archive	ARCHIVE	aviation;gas-turbine	7400	128 — E6-S aircraft H→A rebaseline — v45
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-f4f-rebaseline.md	base-archive	ARCHIVE	aviation	9253	F4F Wildcat再基底化——敵側A'は「浅井技術なし・反応遅れあり」で通す
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-fighter-composition.md	base-archive	ARCHIVE	aviation	2798	戦闘機・要撃機の編成 —— v31要求起点の役割体系
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-fighter-ki64.md	base-archive	ARCHIVE	aviation	2797	Ki-64 —— v31名称回収：川崎タンデム発動機実験戦闘機／旧P-47型案はSUPERSEDED
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-fighter-mix.md	base-archive	ARCHIVE	aviation	9926	戦闘機の混成と配置——改良零戦・凱風・朔風一一型の並行（開戦〜中盤）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-fugaku-technical-shadow-1942-46.md	base-archive	ARCHIVE	aviation	8688	富嶽 160t級超々重爆 —— 技術成立shadow 1942–46
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-heavy-transport-at3-ki92-1939-44.md	base-archive	ARCHIVE	aviation	5798	中島AT-3 / Ki-92 大型輸送機 —— 55t級材料・輸送・給油プラットフォーム
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-historical-aircraft-rebaseline.md	base-archive	ARCHIVE	aviation	7077	史実基準機の再基底化 —— H→C→M→E→P→I→Aからニッチを作り直す
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-carrier-creative.md	base-archive	ARCHIVE	aviation;marine	8987	艦載ジェットの創造設計——速度を捨て低速に全振りするSTOL艦戦「朔風二一型」
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-carrier-sakufu.md	base-archive	ARCHIVE	aviation;marine;company	10563	艦載ジェットの時期と高速特化の艦戦「朔風一一型」（改定）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-carrier.md	base-archive	ARCHIVE	aviation;marine	11538	艦載ジェットの考察——日本の苦しさと、FH-1ファントムという天井
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-catalog.md	base-archive	ARCHIVE	aviation	11212	ジェット エンジン機種カタログ——コア系統 × ガワ
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-hekireki-21.md	base-archive	ARCHIVE	aviation	6950	主力戦闘機「霹靂 二一型」——機体側の詰め（E6-M-JF 後置ファン）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-hekireki-kai.md	base-archive	ARCHIVE	aviation	8294	高亜音速要撃機「霹靂 改」——上端の後退翼＋再燃焼（物理で一機詰める）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-interceptor-airframe.md	base-archive	ARCHIVE	aviation	8755	ジェット要撃機の機体構成と、遭遇時の戦い方
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-interceptor-program.md	base-archive	ARCHIVE	aviation	9489	ジェット双発要撃機——開発史・名称・諸元（初飛行時と完成形）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-interceptor.md	base-archive	ARCHIVE	aviation	10779	ジェット実用機（双発要撃機）——契約・機種・性能
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-physics.md	base-archive	ARCHIVE	aviation	14381	ジェット推進の物理——コアから推力・速度の壁まで
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-production.md	base-archive	ARCHIVE	aviation	9838	ジェット（タービン族）の生産力進展——37年以前の過剰拡大の賭け
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-sakufu-prototype.md	base-archive	ARCHIVE	aviation;company	9406	艦上点防御戦闘機「朔風試作型」——後置ファン艦戦（FH-1級の諸元）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-strike-rebaseline-1941-46.md	base-archive	ARCHIVE	aviation	4580	ジェット攻撃・爆撃・高速偵察の再基底化 1941–46
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-jet-trainer.md	base-archive	ARCHIVE	aviation	4947	複座ジェット転換練習機——本体が自ら認めていた唯一の穴
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-kaifu-11-i0-feasibility.md	base-archive	ARCHIVE	aviation	5815	凱風X/一一型 I0成立性——E5 1,000 shpで旧560–600 km/hを検査する
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-kaifu-11-requirement-reaudit.md	base-archive	ARCHIVE	aviation	6671	凱風一一型 要求再監査——「中庸主力」を捨ててE5機の存在理由を問い直す
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-late-war-historical-aircraft.md	base-archive	ARCHIVE	aviation	6295	後期史実機の性能台帳——受け皿を立てる
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-maritime-patrol.md	base-archive	ARCHIVE	aviation	5145	洋上哨戒・対潜固定翼機——○海の空欄を埋める
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-range-audit.md	base-archive	ARCHIVE	aviation	10278	航続数値の監査——「凱風・銀河の未反映」の性質と再計算（持ち帰り用）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-rotorcraft-1942-plus-rebaseline-1942-55.md	base-archive	ARCHIVE	aviation	10925	回転翼1942+再基底化 1942–55 —— レ号系中型ヘリ・艦上・救難・対潜 H→A
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-rotorcraft.md	base-archive	ARCHIVE	aviation	26113	回転翼の体系——四段の技術世代表（改訂正本）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-seaplane-flyingboat-rebaseline-1940-44.md	base-archive	ARCHIVE	aviation;marine	7269	水上機・飛行艇の再基底化 1940–44（v24正本）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-seiran-i400-tp-integration-1942-44.md	base-archive	ARCHIVE	aviation	5626	晴嵐・伊400型のターボプロップ統合 1942–44（v24正本）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-stol-poweredlift.md	base-archive	ARCHIVE	aviation	8912	STOL汎用連絡機の動力揚力——噴流の固定流路シェイピング（機械受動）で詰める
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-stol-proposal.md	base-archive	ARCHIVE	aviation	8948	浅井提案の短距離離着陸機（STOL）——速度を妥協しても陸海双方に刺さる
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-stol-spec.md	base-archive	ARCHIVE	aviation	10123	STOL汎用連絡機——想定諸元・タイムスケジュール・売り込み（三者整合）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-torpedo-air-attack-rebaseline-1938-44.md	base-archive	ARCHIVE	aviation;weapons-systems	5218	魚雷本体・航空雷撃の再基底化 1938–44（v24正本）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-transport-l5si.md	base-archive	ARCHIVE	aviation	2228	一式大型輸送機 L5Si — 幹線軍用輸送の正準案
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turbojet-demonstrator-saiko.md	base-archive	ARCHIVE	aviation;turbo-boost	15055	1930年代・航空ターボジェット実証機（再稿）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-altitude-installation-ledger.md	base-archive	ARCHIVE	aviation;turbo-boost	8683	E5/E6ターボプロップ高度・装備共通帳簿——「高度で出力を保つ」を物理へ戻す
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-catalog.md	base-archive	ARCHIVE	aviation;turbo-boost	12178	ターボプロップ／軸出力 エンジン機種カタログ——コア系統 × ガワ
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-exhaust.md	base-archive	ARCHIVE	aviation;turbo-boost	8085	ターボプロップ排気の統一処理——ESHP（当量軸馬力）・残留ジェット推力・メレディス回収
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-fighter.md	base-archive	ARCHIVE	aviation;turbo-boost	15779	ターボプロップ戦闘機の構想——素性のいい早期ターボプロップゆえの自然な要求
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-first.md	base-archive	ARCHIVE	aviation;turbo-boost	8024	最初のターボプロップ搭載実用機
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-ki40.md	base-archive	ARCHIVE	aviation;turbo-boost	9177	高高度戦略偵察機「Ki-40」発展型——機体側の詰め（E6-S-N-T）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-part-load-long-range.md	base-archive	ARCHIVE	aviation;turbo-boost	4132	E6/E7ターボプロップ部分負荷・長距離運用再監査（v24正本）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-program.md	base-archive	ARCHIVE	aviation;turbo-boost	13606	ターボプロップ——開発史・名称・諸元（更新を踏まえた洗い直し）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-second.md	base-archive	ARCHIVE	aviation;turbo-boost	6849	第2のターボプロップエンジン（E-6）で作る機体（複数種）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-shinzan-renzan.md	base-archive	ARCHIVE	aviation;turbo-boost	19506	戦略重爆撃機「深山→連山」——G5N救済型からG8N研究吸収型まで（4×E6-M-T）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-tenzan.md	base-archive	ARCHIVE	aviation;turbo-boost	2939	艦上攻撃機 B6N「天山」——E6-S-T統合のv26再基底化
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-turboprop-uses.md	base-archive	ARCHIVE	aviation;turbo-boost	6357	ターボプロップの用途（当時人が思いつく観点で）
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-zero-a6m3-engine-structure-1941.md	base-archive	ARCHIVE	aviation	16511	1941零戦再基底化——栄二一型 vs 瑞星二一型/ハ102級、A6M3高速構造ゲート
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-zero-early-evolution-uncertainty.md	base-archive	ARCHIVE	aviation	6535	初期零戦1937–41——史料不確実性台帳と世界線での改修ゲート
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-zero-engine-fuel-thermal-1939-40.md	base-archive	ARCHIVE	aviation	6133	零戦用発動機1939–40——栄一二型 vs 瑞星940馬力級の燃費・温度map
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-zero-operational-1941-42.md	base-archive	ARCHIVE	aviation	15288	零戦1941末〜1942前半再基底化——生産切替・OOB・第一次戦訓改修
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-zero-rebaseline.md	base-archive	ARCHIVE	aviation	17074	零戦二一型の再基底化 —— 十二試要求からH/C/M/E/P/I/Aを一本通す
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v46-main/asai-works-zero-zuisei-a0-1939.md	base-archive	ARCHIVE	aviation	222	superseded redirect
nested/asai-worldline-v48r3-source-restored/archive/aviation-pre-v48/v47-working/README-MISSING-SOURCE.md	base-archive	ARCHIVE	aviation	278	v47 working archive — source unavailable
nested/asai-worldline-v48r3-source-restored/archive/core-pre-v48/asai-works-gt-core-generations-v46.md	base-archive	ARCHIVE	gas-turbine	18891	ガスタービン・コアの世代数値（再較正・比仕事ベース）と航空への展開
nested/asai-worldline-v48r3-source-restored/asai-supplemental-reverse-index-20260815-v2.md	semantic-v48-support	BASE-SUPPORT	cross-domain	3438	main → 旧supplemental 逆引き索引 v2（再認証後・2026-08-15）
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/00-README.md	machine-computation-support	SUPPORT	computation	899	計算追加層 2026-08-22
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/01-origin-business-and-product-lines.md	machine-computation-support	SUPPORT	computation;company	1981	計算部門の企業起源・商品化（統合ノート）
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/02-ferrite-cipher-magnetic-memory.md	machine-computation-support	SUPPORT	computation	2483	フェライト・暗号・磁気記憶（統合ノート）
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/03-machines-1923-1945-and-center-ecology.md	machine-computation-support	SUPPORT	computation	2139	1923–45 最大機と計算センター生態系（統合ノート）
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/04-aircraft-computation-bridge.md	machine-computation-support	SUPPORT	aviation;computation	1899	航空機設計への計算能力の侵入（統合ノート）
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E4-E5-INSTALLED-CYCLE-V40.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	1196	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E4-E5-PRODUCT-RESIZE-P1.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	1565	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E4-REGENERATION-INSTALLED-V42.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	833	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E5-E6-COMPRESSOR-OPERABILITY-V43.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	4487	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E6-INSTALLED-CYCLE-PRODUCT-POWER-V44.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	1054	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E6-M-J-JF-INSTALLED-THRUST-V46.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	2368	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E6-M-JF-FAN-SIZE-V46.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	4937	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E6-PRODUCT-POWER-V44.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	1193	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E6-S-AIRCRAFT-RANGE-SHADOW-V45.tsv	machine-computation-support	SUPPORT	aviation;gas-turbine;computation	5643	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E6-S-AIRCRAFT-SPEED-SCALING-V45.tsv	machine-computation-support	SUPPORT	aviation;gas-turbine;computation	539	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/E6-S-ALTITUDE-POWER-SHADOW-V45.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	506	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/__pycache__/e4_e5_installed_cycle_v40.cpython-313.pyc	machine-computation-support	SUPPORT	gas-turbine;computation	9034	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/__pycache__/e6_installed_cycle_product_power_v44.cpython-313.pyc	machine-computation-support	SUPPORT	gas-turbine;computation	10961	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/e4_e5_installed_cycle_v40.py	machine-computation-support	SUPPORT	gas-turbine;computation	6764	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/e4_e5_product_resize_p1.py	machine-computation-support	SUPPORT	gas-turbine;computation	3418	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/e4_regeneration_installed_v42.py	machine-computation-support	SUPPORT	gas-turbine;computation	7151	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/e5_e6_compressor_operability_v43.py	machine-computation-support	SUPPORT	gas-turbine;computation	4581	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/e6_installed_cycle_product_power_v44.py	machine-computation-support	SUPPORT	gas-turbine;computation	7212	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/e6_m_jf_installed_thrust_v46.py	machine-computation-support	SUPPORT	gas-turbine;computation	9368	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/e6_s_aircraft_ha_v45.py	machine-computation-support	SUPPORT	aviation;gas-turbine;computation	2866	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/prior-v2/00_computation_overview.md	machine-computation-support	SUPPORT	computation	1074	計算史・基本思想
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/prior-v2/01_dividend_ledgers.md	machine-computation-support	SUPPORT	computation	1090	技術配当台帳
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/prior-v2/02_fire_control.md	machine-computation-support	SUPPORT	computation	757	平射射撃計算
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/prior-v2/03_aa_fire_control.md	machine-computation-support	SUPPORT	computation	664	対空射撃計算
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/prior-v2/04_carrier_operations.md	machine-computation-support	SUPPORT	marine;computation	478	空母航空運用計算
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/prior-v2/05_civil_computation.md	machine-computation-support	SUPPORT	computation	359	民間計算事業
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/prior-v2/06_design_play_combat_audit.md	machine-computation-support	SUPPORT	computation	4684	計算能力・技術配当・設計レイヤ監査
nested/asai-worldline-v48r3-source-restored/computation-2026-08-22/prior-v2/computation_state.json	machine-computation-support	SUPPORT	computation	4801	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-28-v5/E5-CENTER-SHAFT-SIZING-V5.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	3991	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-28-v5/E5-INTAKE-GEOMETRY-V5.tsv	machine-computation-support	SUPPORT	gas-turbine;computation	1478	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-28-v9/E6M-MARINE-BOOST-ACCOUNTING-V9.tsv	machine-computation-support	SUPPORT	marine;gas-turbine;turbo-boost;computation	773	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-28-v9/LL20-R2-V9.tsv	machine-computation-support	SUPPORT	computation	2658	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-28-v9/TAIYO-COMMON-INTERFACE-V9.tsv	machine-computation-support	SUPPORT	computation	1774	
nested/asai-worldline-v48r3-source-restored/computation-2026-08-28-v9/marine_gt_v9_recalc.py	machine-computation-support	SUPPORT	marine;computation	9659	
nested/asai-worldline-v48r3-source-restored/main/asai-works-additions-benchmark-2026-08.md	semantic-v48-main	BASE-CURRENT	cross-domain	17735	2026-08改訂の制作物——同等品で測る
nested/asai-worldline-v48r3-source-restored/main/asai-works-aero-turbosupercharger.md	semantic-v48-main	BASE-CURRENT	turbo-boost	16467	航空用 排気タービン過給機——技術と位置づけ（機体は次段）
nested/asai-worldline-v48r3-source-restored/main/asai-works-aircraft-designation-policy.md	semantic-v48-main	BASE-CURRENT	aviation	3482	航空機・発動機の名称規則——史実相当名称を優先する
nested/asai-worldline-v48r3-source-restored/main/asai-works-aircrew-rescue.md	semantic-v48-main	BASE-CURRENT	cross-domain	5543	搭乗員救命の束——提案はするが、採用は前提にしない
nested/asai-worldline-v48r3-source-restored/main/asai-works-akitsu-maru-ops.md	semantic-v48-main	BASE-CURRENT	cross-domain	7733	あきつ丸——陸軍水陸両用航空艦（初期LPH）の運用像
nested/asai-worldline-v48r3-source-restored/main/asai-works-amphibious-landing-system-1938-44.md	semantic-v48-main	BASE-CURRENT	ground	3357	上陸舟艇・水陸両用輸送の技術体系 1938–44（v24正本）
nested/asai-worldline-v48r3-source-restored/main/asai-works-asw-effect.md	semantic-v48-main	BASE-CURRENT	cross-domain	3440	効果の試算——対潜（v32回転翼再基底化反映）
nested/asai-worldline-v48r3-source-restored/main/asai-works-aviation-controls-gate.md	semantic-v48-main	BASE-CURRENT	aviation	2883	航空制御の年代ゲート —— H→A監査で後から性能をひっくり返さないための最小骨格
nested/asai-worldline-v48r3-source-restored/main/asai-works-aviation-reconstruction-framework-v48.md	semantic-v48-main	BASE-CURRENT	aviation	10301	航空開発史再構築フレーム——旧採用史を外し、能力・要求・実証から組み直す（v48）
nested/asai-worldline-v48r3-source-restored/main/asai-works-business-origin-diversification-1903-30.md	semantic-v48-main	BASE-CURRENT	company	7852	事業起源と多角化の操舵——織機から特殊鋼・計算・タービン・航空へ（1903–1930）
nested/asai-worldline-v48r3-source-restored/main/asai-works-cabin-pressurization.md	semantic-v48-main	BASE-CURRENT	cross-domain	6868	与圧・酸素・防曇防氷——高高度機の足元
nested/asai-worldline-v48r3-source-restored/main/asai-works-capability-convergence-framework-1903-45.md	semantic-v48-main	BASE-CURRENT	cross-domain	3615	能力収斂フレームワーク 1903–45 —— future-CAD benchmark / O-G 正本
nested/asai-worldline-v48r3-source-restored/main/asai-works-carrier-attrition.md	semantic-v48-main	BASE-CURRENT	marine	7126	搭乗員の真のテコ——供給（養成）でなく消耗（キルレシオとソロモン）
nested/asai-worldline-v48r3-source-restored/main/asai-works-carrier-construction-1945.md	semantic-v48-main	BASE-CURRENT	marine	9483	史実空母建艦の「破壊されていない延長線」——45年までの新造正規空母
nested/asai-worldline-v48r3-source-restored/main/asai-works-carrier-pilots.md	semantic-v48-main	BASE-CURRENT	marine	8463	艦載機搭乗員の問題——先知でプールを肥やせるか、37年起点で41年に間に合うか
nested/asai-worldline-v48r3-source-restored/main/asai-works-carrier-training-ships.md	semantic-v48-main	BASE-CURRENT	marine	12346	訓練空母——前線困難だがGT増速で訓練に活かせる艦と、その灯油消費
